Title,Genre,Rating,Gross,Director,Star1,Star2,Star3,Star4,,,,,
Bombay Velvet,"
Action, Crime, Drama            ",5.7,NA,Anurag Kashyap,Ranbir Kapoor,Anushka Sharma,Karan Johar,Satyadeep Misra,,,,,
,,,,,,,,,,,,,
Bajrangi Bhaijaan,"
Action, Comedy, Drama            ",8,$8.18M,Kabir Khan,Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui,Kareena Kapoor,,,,,
,,,,,,,,,,,,,
Tevar,"
Action, Drama, Romance            ",4.1,NA,Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha,Manoj Bajpayee,Deepti Naval,,,,,
,,,,,,,,,,,,,
Roy,"
Action, Drama, Mystery            ",3.3,NA,Vikramjit Singh,Arjun Rampal,Jacqueline Fernandez,Ranbir Kapoor,Barun Chanda,,,,,
,,,,,,,,,,,,,
Phantom,"
Action, Drama, Thriller            ",5.8,$0.21M,Kabir Khan,Saif Ali Khan,Katrina Kaif,Sabyasachi Chakrabarty,Rajesh Tailang,,,,,
,,,,,,,,,,,,,
Piku,"
Comedy, Drama            ",7.6,NA,Shoojit Sircar,Deepika Padukone,Amitabh Bachchan,Irrfan Khan,Moushumi Chatterjee,,,,,
,,,,,,,,,,,,,
Rudhramadevi,"
Action, Biography, History            ",5.9,NA,Gunasekhar,Anushka Shetty,Allu Arjun,Rana Daggubati,Vikramjeet Virk,,,,,
,,,,,,,,,,,,,
Prem Ratan Dhan Payo,"
Action, Drama, Musical            ",4.6,$4.36M,Sooraj R. Barjatya,Salman Khan,Sonam Kapoor,Neil Nitin Mukesh,Deepak Dobriyal,,,,,
,,,,,,,,,,,,,
Time Out,"
Drama, Family, Music            ",6.1,NA,Rikhil Bahadur,Chirag Malhotra,Pranay Pachauri,Kaamya Sharma,Aditya Jain,,,,,
,,,,,,,,,,,,,
Jaanisaar,"
Drama, Romance            ",5.2,NA,Muzaffar Ali,Imran Abbas,Pernia Qureshi,Muzaffar Ali,Dalip Tahil,,,,,
,,,,,,,,,,,,,
Ishq Ke Parindey,"
Music, Romance            ",6.7,NA,Shakir Khan,Rishi Verma,Priyanka Mehta,Manjul Azad,Abid Yunus Khan,,,,,
,,,,,,,,,,,,,
Hero,"
Action, Drama, Musical            ",3.6,NA,Nikkhil Advani,Suraj Pancholi,Athiya Shetty,Tigmanshu Dhulia,Aditya Pancholi,,,,,
,,,,,,,,,,,,,
Kaun Kitney Paani Mein,"
Comedy, Drama, Family            ",6.2,NA,Nila Madhab Panda,Kunal Kapoor,Radhika Apte,Saurabh Shukla,Gulshan Grover,,,,,
,,,,,,,,,,,,,
Gabbar is Back,"
Action            ",7.1,NA,Radha Krishna Jagarlamudi,Akshay Kumar,Kareena Kapoor,Jaideep Ahlawat,Shruti Haasan,,,,,
,,,,,,,,,,,,,
Mr. X,"
Action, Crime, Sci-Fi            ",3.7,$0.03M,Vikram Bhatt,Emraan Hashmi,Amyra Dastur,Tanmay Bhat,Sushil Pandey,,,,,
,,,,,,,,,,,,,
Sharafat Gayi Tel Lene,"
Comedy, Drama, Mystery            ",5.1,NA,Gurmmeet Singh,Zayed Khan,Tina Desai,Anupam Kher,Rannvijay Singh,,,,,
,,,,,,,,,,,,,
Khamoshiyan,"
Drama, Horror, Romance            ",4,NA,Karan Darra,Gurmeet Choudhary,Ali Fazal,Sapna Pabbi,Debina Choudhary,,,,,
,,,,,,,,,,,,,
Dilliwaali Zaalim Girlfriend,"
Comedy, Drama            ",3.8,NA,Japinder Kaur Baweja,Ira Dubey,Natalia Kapchuk,Prachi Mishra,Deepaq Sharma,,,,,
,,,,,,,,,,,,,
Chor Bazaari,"
Comedy            ",4.5,NA,Rajiv S. Ruia,Asrani,Kurush Deboo,Manoj Joshi,Ankkit Narrayan,,,,,
,,,,,,,,,,,,,
Ishqedarriyaan,"
Romance            ",4.9,NA,V.K. Prakash,Mimoh Chakraborty,Kavin Dave,Mohit Dutta,Evelyn Sharma,,,,,
,,,,,,,,,,,,,
Lateef,"
Action, Crime, Drama            ",3.5,NA,Israr Ahmed,Nawazuddin Siddiqui,Kader Khan,Murli Sharma,Mukesh Tiwari,,,,,
,,,,,,,,,,,,,
Second Hand Husband,"
Comedy            ",3.8,NA,Smeep Kang,Dharmendra,Vijay Raaz,Sanjay Mishra,Gippy Grewal,,,,,
,,,,,,,,,,,,,
Bezubaan Ishq,"
Musical, Romance            ",4.1,NA,Jaswant Gangani,Mugdha Godse,Sneha Ullal,Nishant,Darshan Jariwala,,,,,
,,,,,,,,,,,,,
Drishyam,"
Crime, Drama, Mystery            ",8.3,$0.74M,Nishikant Kamat,Ajay Devgn,Shriya Saran,Tabu,Rajat Kapoor,,,,,
,,,,,,,,,,,,,
Ishq Click,"
Drama, Romance            ",4.4,NA,Anil Ballani,Sara Loren,Adhyayan Suman,Aaryansh Arora,Sanskkriti Jain,,,,,
,,,,,,,,,,,,,
Katti Batti,"
Comedy, Drama, Romance            ",4.9,$0.36M,Nikkhil Advani,Imran Khan,Kangana Ranaut,Suhaas Ahuja,Vivan Bhatena,,,,,
,,,,,,,,,,,,,
Bhaag Johnny,"
Action, Fantasy, Thriller            ",5.1,NA,Shivam Nair,Kunal Khemu,Zoa Morani,Mandana Karimi,Manasi Scott,,,,,
,,,,,,,,,,,,,
Badlapur,"
Action, Crime, Drama            ",7.4,$0.37M,Sriram Raghavan,Varun Dhawan,Nawazuddin Siddiqui,Yami Gautam,Huma Qureshi,,,,,
,,,,,,,,,,,,,
Singh Is Bliing,"
Action, Comedy            ",5.1,$0.92M,Prabhu Deva,Akshay Kumar,Amy Jackson,Lara Dutta,Kay Kay Menon,,,,,
,,,,,,,,,,,,,
Wedding Pullav,"
Comedy, Romance            ",3.9,NA,Binod Pradhan,Diganth,Anushka Ranjan,Sonnalli Seygall,Karan V. Grover,,,,,
,,,,,,,,,,,,,
Love Exchange,"
Romance            ",5.3,NA,Raj Shetty,Mohit Madaan,Jyoti Sharma,Shama Deshpande,Prerna Gupta,,,,,
,,,,,,,,,,,,,
Yeh Ishq Sarfira,"
Action, Thriller            ",6.5,NA,Varun Khanna,Mohamed Abdullah,Naina Aswal,Himesh Choudhary,Rajkumar Kanojia,,,,,
,,,,,,,,,,,,,
Angry Indian Goddesses,"
Comedy, Drama            ",7.1,NA,Pan Nalin,Sarah-Jane Dias,Rajshri Deshpande,Sandhya Mridul,Amrit Maghera,,,,,
,,,,,,,,,,,,,
Premam,"
Comedy, Drama, Romance            ",8.3,$0.18M,Alphonse Puthren,Nivin Pauly,Sai Pallavi,Madonna Sebastian,S.V. Krishna Shankar,,,,,
,,,,,,,,,,,,,
Zubaan,"
Drama            ",6.1,NA,Mozez Singh,Vicky Kaushal,Sarah-Jane Dias,Raaghav Chanana,Manish Chaudhary,,,,,
,,,,,,,,,,,,,
Mumbai Can Dance Saalaa,"
Drama            ",2.7,NA,Sachindra Sharma,Shakti Kapoor,Prashant Narayanan,Aditya Pancholi,Rakhi Sawant,,,,,
,,,,,,,,,,,,,
Take It Easy,"
Drama            ",7.8,NA,Sunil Prem Vyas,Sulabha Arya,Anang Desai,Jyoti Gauba,Yash Ghanekar,,,,,
,,,,,,,,,,,,,
Tevar,"
Action, Drama, Romance            ",4.1,NA,Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha,Manoj Bajpayee,Deepti Naval,,,,,
,,,,,,,,,,,,,
Alone,"
Horror            ",3.7,NA,Bhushan Patel,Bipasha Basu,Karan Singh Grover,Sulabha Arya,Zakir Hussain,,,,,
,,,,,,,,,,,,,
Crazy Cukkad Family,"
Comedy            ",5.3,NA,Ritesh Menon,Swanand Kirkire,Shilpa Shukla,Kushal Punjabi,Siddharth Sharma,,,,,
,,,,,,,,,,,,,
Sharafat Gayi Tel Lene,"
Comedy, Drama, Mystery            ",5.1,NA,Gurmmeet Singh,Zayed Khan,Tina Desai,Anupam Kher,Rannvijay Singh,,,,,
,,,,,,,,,,,,,
Baby,"
Action, Thriller            ",8,NA,Neeraj Pandey,Akshay Kumar,Danny Denzongpa,Rana Daggubati,Taapsee Pannu,,,,,
,,,,,,,,,,,,,
Dolly Ki Doli,"
Comedy, Romance            ",4.6,NA,Abhishek Dogra,Malaika Arora,Karan Ashar,Mohammed Zeeshan Ayyub,Karim Hajee,,,,,
,,,,,,,,,,,,,
Hawaizaada,"
Biography, Drama            ",5.5,NA,Vibhu Puri,Naman Jain,Mithun Chakraborty,Kanishka Singh Deo,Krutika Deo,,,,,
,,,,,,,,,,,,,
Khamoshiyan,"
Drama, Horror, Romance            ",4,NA,Karan Darra,Gurmeet Choudhary,Ali Fazal,Sapna Pabbi,Debina Choudhary,,,,,
,,,,,,,,,,,,,
Rahasya,"
Mystery, Thriller            ",7.6,NA,Manish Gupta,Kay Kay Menon,Ashish Vidyarthi,Tisca Chopra,Mita Vasisht,,,,,
,,,,,,,,,,,,,
Jai Jawaan Jai Kisaan,"
Biography, Drama, History            ",5.4,NA,Milann Ajmera,Rati Agnihotri,Kanchan Awasthi,Rishi Bhutani,Prem Chopra,,,,,
,,,,,,,,,,,,,
Shamitabh,"
Drama            ",6.8,$0.24M,R. Balki,Amitabh Bachchan,Dhanush,Akshara Haasan,Abhinaya,,,,,
,,,,,,,,,,,,,
MSG: The Messenger of God,"
Action, Comedy, Drama            ",6.1,NA,Jeetu Arora,Gurmeet Ram Rahim Singh,Gurmeet Ram Rahim Singh,Daniel Kaleb,Flora Saini,,,,,
,,,,,,,,,,,,,
Roy,"
Action, Drama, Mystery            ",3.3,NA,Vikramjit Singh,Arjun Rampal,Jacqueline Fernandez,Ranbir Kapoor,Barun Chanda,,,,,
,,,,,,,,,,,,,
Badlapur,"
Action, Crime, Drama            ",7.4,$0.37M,Sriram Raghavan,Varun Dhawan,Nawazuddin Siddiqui,Yami Gautam,Huma Qureshi,,,,,
,,,,,,,,,,,,,
Ab Tak Chhappan 2,"
Action, Crime, Thriller            ",5.8,NA,Ejaz Gulab,Nana Patekar,Mohan Agashe,Gul Panag,Ashutosh Rana,,,,,
,,,,,,,,,,,,,
Dum Laga Ke Haisha,"
Comedy, Drama, Romance            ",7.5,NA,Sharat Katariya,Ayushmann Khurrana,Bhumi Pednekar,Sanjay Mishra,Seema Bhargava,,,,,
,,,,,,,,,,,,,
Badmashiyaan,"
Comedy, Romance            ",4.6,NA,Amit Khanna,Sidhant Gupta,Suzanna Mukherjee,Gunjan Malhotra,Sharib Hashmi,,,,,
,,,,,,,,,,,,,
Coffee Bloom,"
Drama            ",6.5,NA,Manu Warrier,Arjun Mathur,Sugandha Garg,Ishwari Bose-Bhattacharya,Mohan Kapoor,,,,,
,,,,,,,,,,,,,
Dirty Politics,"
Drama            ",2.6,NA,K.C. Bokadia,Anupam Kher,Atul Kulkarni,Awadhesh Mishra,Govind Namdeo,,,,,
,,,,,,,,,,,,,
Hey Bro,"
Action, Comedy, Drama            ",3.3,NA,Ajay Chandhok,Ganesh Acharya,Maninder Singh,Nupur Sharma,Prem Chopra,,,,,
,,,,,,,,,,,,,
NH10,"
Action, Crime, Drama            ",7.2,NA,Navdeep Singh,Anushka Sharma,Neil Bhoopalam,Darshan Kumaar,Deepti Naval,,,,,
,,,,,,,,,,,,,
Dilliwaali Zaalim Girlfriend,"
Comedy, Drama            ",3.8,NA,Japinder Kaur Baweja,Ira Dubey,Natalia Kapchuk,Prachi Mishra,Deepaq Sharma,,,,,
,,,,,,,,,,,,,
Hunterrr,"
Comedy, Romance            ",7,NA,Harshavardhan Kulkarni,Gulshan Devaiah,Radhika Apte,Sai Tamhankar,Veera Saxena,,,,,
,,,,,,,,,,,,,
Barkhaa,"
Drama, Romance            ",5.1,NA,Shadaab Mirza,Sara Loren,Priyanshu Chatterjee,Taaha Shah Badusha,Puneet Issar,,,,,
,,,,,,,,,,,,,
Detective Byomkesh Bakshy!,"
Action, Mystery, Thriller            ",7.6,$0.58M,Dibakar Banerjee,Sushant Singh Rajput,Anand Tiwari,Neeraj Kabi,Divya Menon,,,,,
,,,,,,,,,,,,,
Paisa Ho Paisa,"
Comedy            ",0,NA,Muktha Sunder,Antony,Dhruv Bhandari,Madalsa Sharma,Kanishka Soni,,,,,
,,,,,,,,,,,,,
Dharam Sankat Mein,"
Comedy            ",6.2,NA,Fuwad Khan,Naseeruddin Shah,Paresh Rawal,Annu Kapoor,Auritra Ghosh,,,,,
,,,,,,,,,,,,,
Ek Paheli Leela,"
Mystery, Romance, Thriller            ",3.7,NA,Bobby Khan,Sunny Leone,Rahul Dev,Mohit Ahlawat,Jay Bhanushali,,,,,
,,,,,,,,,,,,,
Court,"
Drama            ",7.7,NA,Chaitanya Tamhane,Vira Sathidar,Vivek Gomber,Geetanjali Kulkarni,Pradeep Joshi,,,,,
,,,,,,,,,,,,,
NH-8: Road to Nidhivan,"
Horror            ",2.9,NA,Munindra,Auroshika Dey,Arjun Fauzdar,Swaroopa Ghosh,Ravneet Kaur,,,,,
,,,,,,,,,,,,,
Ishq Ke Parindey,"
Music, Romance            ",6.7,NA,Shakir Khan,Rishi Verma,Priyanka Mehta,Manjul Azad,Abid Yunus Khan,,,,,
,,,,,,,,,,,,,
Kaagaz Ke Fools,"
Comedy            ",3.9,NA,Anil Chaudhary,Vinay Pathak,Mugdha Godse,Raima Sen,Amit Behl,,,,,
,,,,,,,,,,,,,
Gabbar is Back,"
Action            ",7.1,NA,Radha Krishna Jagarlamudi,Akshay Kumar,Kareena Kapoor,Jaideep Ahlawat,Shruti Haasan,,,,,
,,,,,,,,,,,,,
Sabki Bajegi Band,"
Comedy, Drama            ",5.3,NA,Anirudh Chawla,Swara Bhaskar,Shaurya Chauhan,Jhanvi Desai,Nisha Lalwani,,,,,
,,,,,,,,,,,,,
Kuch Kuch Locha Hai,"
Comedy, Drama            ",2.5,NA,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma,Navdeep Chhabra,,,,,
,,,,,,,,,,,,,
Piku,"
Comedy, Drama            ",7.6,NA,Shoojit Sircar,Deepika Padukone,Amitabh Bachchan,Irrfan Khan,Moushumi Chatterjee,,,,,
,,,,,,,,,,,,,
Bombay Velvet,"
Action, Crime, Drama            ",5.7,NA,Anurag Kashyap,Ranbir Kapoor,Anushka Sharma,Karan Johar,Satyadeep Misra,,,,,
,,,,,,,,,,,,,
Main Hoon Rajinikanth,"
Comedy            ",7.3,NA,Faisal Saif,Smitha Gondkar,Shakti Kapoor,Sameer Khan,Reema Lagoo,,,,,
,,,,,,,,,,,,,
Tanu Weds Manu Returns,"
Comedy, Drama, Romance            ",7.7,NA,Aanand L. Rai,Kangana Ranaut,Madhavan,Jimmy Sheirgill,Swara Bhaskar,,,,,
,,,,,,,,,,,,,
Ishqedarriyaan,"
Romance            ",4.9,NA,V.K. Prakash,Mimoh Chakraborty,Kavin Dave,Mohit Dutta,Evelyn Sharma,,,,,
,,,,,,,,,,,,,
P Se PM Tak,"
Comedy, Drama            ",3.9,NA,Kundan Shah,Meenakshi Dixit,Indrajeet Soni,Bharat Jadhav,Yashpal Sharma,,,,,
,,,,,,,,,,,,,
Welcome to Karachi,"
Action, Comedy, War            ",4.3,NA,Ashish R. Mohan,Arshad Warsi,Jackky Bhagnani,Lauren Gottlieb,Kumud Pant,,,,,
,,,,,,,,,,,,,
Dil Dhadakne Do,"
Comedy, Drama, Romance            ",6.8,NA,Zoya Akhtar,Anil Kapoor,Shefali Shah,Priyanka Chopra,Ranveer Singh,,,,,
,,,,,,,,,,,,,
Mere Genie Uncle,"
Comedy            ",4.5,NA,Ashish Bhavsar,Yash Acharya,Navina Bole,Hetvi Charla,Pankaj Kalra,,,,,
,,,,,,,,,,,,,
Hamari Adhuri Kahani,"
Drama, Romance            ",6.7,$0.24M,Mohit Suri,Emraan Hashmi,Rajkummar Rao,Vidya Balan,Anil George,,,,,
,,,,,,,,,,,,,
Any Body Can Dance 2,"
Biography, Drama, Music            ",5.5,NA,Remo D'Souza,Prabhu Deva,Varun Dhawan,Shraddha Kapoor,Lauren Gottlieb,,,,,
,,,,,,,,,,,,,
Miss Tanakpur Haazir Ho,"
Comedy, Crime, Family            ",5.4,NA,Kapri Vinod,Anup Das,Rahul Bagga,Hrishitaa Bhatt,Brijendra Kala,,,,,
,,,,,,,,,,,,,
Uvaa,"
Comedy, Drama            ",4.9,NA,Jasbir Bhaati,Mohit Baghel,Sheena Bajaj,Manish Chaudhary,Lavin Gothi,,,,,
,,,,,,,,,,,,,
Bezubaan Ishq,"
Musical, Romance            ",4.1,NA,Jaswant Gangani,Mugdha Godse,Sneha Ullal,Nishant,Darshan Jariwala,,,,,
,,,,,,,,,,,,,
Guddu Rangeela,"
Comedy, Drama            ",5.3,NA,Subhash Kapoor,Arshad Warsi,Amit Sadh,Ronit Roy,Aditi Rao Hydari,,,,,
,,,,,,,,,,,,,
Second Hand Husband,"
Comedy            ",3.8,NA,Smeep Kang,Dharmendra,Vijay Raaz,Sanjay Mishra,Gippy Grewal,,,,,
,,,,,,,,,,,,,
Bahubali: The Beginning,"
Action, Drama            ",8.1,$6.74M,S.S. Rajamouli,Prabhas,Rana Daggubati,Ramya Krishnan,Sathyaraj,,,,,
,,,,,,,,,,,,,
I Love New York,"
Short, Comedy            ",7.9,NA,Christian Vogeler,Nicola Peluso,Ewan Turner,Julie T. Pham,Mark Scherman,,,,,
,,,,,,,,,,,,,
Bajrangi Bhaijaan,"
Action, Comedy, Drama            ",8,$8.18M,Kabir Khan,Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui,Kareena Kapoor,,,,,
,,,,,,,,,,,,,
Drishyam,"
Crime, Drama, Mystery            ",8.3,$0.74M,Nishikant Kamat,Ajay Devgn,Shriya Saran,Tabu,Rajat Kapoor,,,,,
,,,,,,,,,,,,,
Bangistan,"
Comedy, Drama            ",4.6,NA,Karan Anshuman,Saharsh Kumar Shukla,Jacqueline Fernandez,Michalina Olszanska,Riteish Deshmukh,,,,,
,,,,,,,,,,,,,
Brothers,"
Action, Drama, Sport            ",6.5,$0.27M,Karan Malhotra,Akshay Kumar,Sidharth Malhotra,Jackie Shroff,Jacqueline Fernandez,,,,,
,,,,,,,,,,,,,
Manjhi: The Mountain Man,"
Adventure, Biography, Drama            ",8,NA,Ketan Mehta,Nawazuddin Siddiqui,Radhika Apte,Ashutosh Acharya,Shahzad Ahmad,,,,,
,,,,,,,,,,,,,
All Is Well,"
Adventure, Comedy, Drama            ",3.8,NA,Umesh Shukla,Rishi Kapoor,Abhishek Bachchan,Asin,Supriya Pathak,,,,,
,,,,,,,,,,,,,
Ishq Click,"
Drama, Romance            ",4.4,NA,Anil Ballani,Sara Loren,Adhyayan Suman,Aaryansh Arora,Sanskkriti Jain,,,,,
,,,,,,,,,,,,,
Kaun Kitney Paani Mein,"
Comedy, Drama, Family            ",6.2,NA,Nila Madhab Panda,Kunal Kapoor,Radhika Apte,Saurabh Shukla,Gulshan Grover,,,,,
,,,,,,,,,,,,,
Phantom,"
Action, Drama, Thriller            ",5.8,$0.21M,Kabir Khan,Saif Ali Khan,Katrina Kaif,Sabyasachi Chakrabarty,Rajesh Tailang,,,,,
,,,,,,,,,,,,,
Hero,"
Action, Drama, Musical            ",3.6,NA,Nikkhil Advani,Suraj Pancholi,Athiya Shetty,Tigmanshu Dhulia,Aditya Pancholi,,,,,
,,,,,,,,,,,,,
Sorry Daddy,"
Action            ",5.4,NA,Vijay Pal,Shamim Khan,Mukesh Tiwari,Tinnu Verma,,,,,,
,,,,,,,,,,,,,
Katti Batti,"
Comedy, Drama, Romance            ",4.9,$0.36M,Nikkhil Advani,Imran Khan,Kangana Ranaut,Suhaas Ahuja,Vivan Bhatena,,,,,
,,,,,,,,,,,,,
Meeruthiya Gangsters,"
Crime            ",7.2,NA,Zeishan Quadri,Jaideep Ahlawat,Aakash Dahiya,Jatin Sarna,Shadab Kamal,,,,,
,,,,,,,,,,,,,
MSG 2 the Messenger,"
Comedy, Drama, Fantasy            ",6.8,NA,Gurmeet Ram Rahim Singh,Charanpreet Insan,Honeypreet Insan,RooheMeet Insan,Sahil Insan,,,,,
,,,,,,,,,,,,,
Kis Kisko Pyaar Karoon,"
Comedy            ",5.7,NA,Abbas Alibhai Burmawalla,Mastan Alibhai Burmawalla,Kapil Sharma,Simran Kaur Mundi,Manjari Fadnnis,,,,,
,,,,,,,,,,,,,
Singh Is Bliing,"
Action, Comedy            ",5.1,$0.92M,Prabhu Deva,Akshay Kumar,Amy Jackson,Lara Dutta,Kay Kay Menon,,,,,
,,,,,,,,,,,,,
Jazbaa,"
Action, Crime, Drama            ",5.8,NA,Sanjay Gupta,Aishwarya Rai Bachchan,Irrfan Khan,Shabana Azmi,Jackie Shroff,,,,,
,,,,,,,,,,,,,
Chinar Daastaan-E-Ishq,"
Romance            ",7,NA,Sharique Minhaj,Parveen Kaur,Faisal Khan,Shahbaaz Khan,Pramod Moutho,,,,,
,,,,,,,,,,,,,
Titli,"
Action, Drama, Thriller            ",7.6,NA,Kanu Behl,Shashank Arora,Ranvir Shorey,Shivani Raghuvanshi,Amit Sial,,,,,
,,,,,,,,,,,,,
Shaandaar,"
Comedy, Drama, Romance            ",3.6,$0.43M,Vikas Bahl,Shahid Kapoor,Alia Bhatt,Pankaj Kapur,Sanjay Kapoor,,,,,
,,,,,,,,,,,,,
Bumper Draw,"
Comedy            ",5.1,NA,Irshad Khan,Seema Azmi,Narendra Bedi,Reena Charnya,Bomie E. Dotiwala,,,,,
,,,,,,,,,,,,,
Pyaar Ka Punchnama 2,"
Comedy, Drama, Romance            ",7.3,$0.22M,Luv Ranjan,Kartik Aaryan,Omkar Kapoor,Sunny Singh Nijjar,Nushrat Bharucha,,,,,
,,,,,,,,,,,,,
Wedding Pullav,"
Comedy, Romance            ",3.9,NA,Binod Pradhan,Diganth,Anushka Ranjan,Sonnalli Seygall,Karan V. Grover,,,,,
,,,,,,,,,,,,,
Main Aur Charles,"
Action, Biography, Crime            ",6.3,NA,Prawaal Raman,Adil Hussain,Alexx O'Nell,Anastasia Fullfina,Dijana Dejanovic,,,,,
,,,,,,,,,,,,,
Once Upon a Time in Bihar,"
Thriller            ",7.1,NA,Nitin Chandra,Kranti Prakash Jha,Pankaj Jha,Ajay Kumar,Aarti Puri,,,,,
,,,,,,,,,,,,,
Four Pillars of Basement,"
Action, Mystery, Thriller            ",4.9,NA,Giresh Naik,Shawar Ali,Ravi Gadariya,Zakir Husain,Anant Jao,,,,,
,,,,,,,,,,,,,
Charlie Kay Chakkar Mein,"
Thriller            ",4.6,NA,Manish Srivastav,Naseeruddin Shah,Nishant Lal,Disha Arora,Amit Sial,,,,,
,,,,,,,,,,,,,
Yaara Silly Silly,"
Romance            ",5.6,NA,Subhash Sehgal,Parambrata Chattopadhyay,Paoli Dam,Eva Grover,Vidya Malvade,,,,,
,,,,,,,,,,,,,
Prem Ratan Dhan Payo,"
Action, Drama, Musical            ",4.6,$4.36M,Sooraj R. Barjatya,Salman Khan,Sonam Kapoor,Neil Nitin Mukesh,Deepak Dobriyal,,,,,
,,,,,,,,,,,,,
X,"
Short, Drama            ",7.1,NA,Jesper Skouboelling,Dennis Bjerking,Alexandria Eissinger,Kirstine Natalie Friis,Jesper Livid Helles,,,,,
,,,,,,,,,,,,,
Angry Indian Goddesses,"
Comedy, Drama            ",7.1,NA,Pan Nalin,Sarah-Jane Dias,Rajshri Deshpande,Sandhya Mridul,Amrit Maghera,,,,,
,,,,,,,,,,,,,
Tamasha,"
Comedy, Drama, Romance            ",7.2,$1.98M,Imtiaz Ali,Deepika Padukone,Ranbir Kapoor,Piyush Mishra,Javed Sheikh,,,,,
,,,,,,,,,,,,,
Talvar,"
Crime, Drama, Mystery            ",8.2,$0.34M,Meghna Gulzar,Irrfan Khan,Konkona Sen Sharma,Neeraj Kabi,Sohum Shah,,,,,
,,,,,,,,,,,,,
Chinar Daastaan-E-Ishq,"
Romance            ",7,NA,Sharique Minhaj,Parveen Kaur,Faisal Khan,Shahbaaz Khan,Pramod Moutho,,,,,
,,,,,,,,,,,,,
Hate Story 3,"
Drama, Thriller            ",4.5,NA,Vishal Pandya,Sharman Joshi,Karan Singh Grover,Zareen Khan,Daisy Shah,,,,,
,,,,,,,,,,,,,
Kajarya,"
Drama            ",6.6,NA,Madhureeta Anand,Meenu Hooda,Ridhima Sud,Kuldeep Ruhil,Shashi Bhushan,,,,,
,,,,,,,,,,,,,
The Silent Heroes,"
Adventure, Drama, Family            ",6.6,NA,Mahesh Bhatt,Mann Bagga,Gurfareen Bano,Maanuv Bharadwaj,Tarun Bhargawa,,,,,
,,,,,,,,,,,,,
Bajirao Mastani,"
Action, Drama, History            ",7.2,$6.56M,Sanjay Leela Bhansali,Ranveer Singh,Deepika Padukone,Priyanka Chopra,Tanvi Azmi,,,,,
,,,,,,,,,,,,,
Dilwale,"
Action, Comedy, Romance            ",5.2,$4.83M,Rohit Shetty,Shah Rukh Khan,Kajol,Varun Dhawan,Kriti Sanon,,,,,
,,,,,,,,,,,,,
Masaan,"
Drama            ",8.1,NA,Neeraj Ghaywan,Richa Chadha,Sanjay Mishra,Vicky Kaushal,Pankaj Tripathi,,,,,
,,,,,,,,,,,,,
Calendar Girls,"
Drama            ",4.2,NA,Madhur Bhandarkar,Akanksha Puri,Avani Modi,Kyra Dutt,Ruhi Singh,,,,,
,,,,,,,,,,,,,
Welcome Back,"
Action, Comedy, Crime            ",4.2,$1.39M,Anees Bazmee,Anil Kapoor,Nana Patekar,Dimple Kapadia,John Abraham,,,,,
,,,,,,,,,,,,,
Qissa: The Tale of a Lonely Ghost,"
Drama, Fantasy            ",6.6,NA,Anup Singh,Irrfan Khan,Tisca Chopra,Tillotama Shome,Rasika Dugal,,,,,
,,,,,,,,,,,,,
Margarita with a Straw,"
Drama            ",7.2,NA,Shonali Bose,Nilesh Maniyar,Kalki Koechlin,Revathy,Sayani Gupta,,,,,
,,,,,,,,,,,,,
Mr. X,"
Action, Crime, Sci-Fi            ",3.7,$0.03M,Vikram Bhatt,Emraan Hashmi,Amyra Dastur,Tanmay Bhat,Sushil Pandey,,,,,
,,,,,,,,,,,,,
Mumbai Can Dance Saalaa,"
Drama            ",2.7,NA,Sachindra Sharma,Shakti Kapoor,Prashant Narayanan,Aditya Pancholi,Rakhi Sawant,,,,,
,,,,,,,,,,,,,
Alone,"
Horror            ",3.7,NA,Bhushan Patel,Bipasha Basu,Karan Singh Grover,Sulabha Arya,Zakir Hussain,,,,,
,,,,,,,,,,,,,
Dolly Ki Doli,"
Comedy, Romance            ",4.6,NA,Abhishek Dogra,Malaika Arora,Karan Ashar,Mohammed Zeeshan Ayyub,Karim Hajee,,,,,
,,,,,,,,,,,,,
NH10,"
Action, Crime, Drama            ",7.2,NA,Navdeep Singh,Anushka Sharma,Neil Bhoopalam,Darshan Kumaar,Deepti Naval,,,,,
,,,,,,,,,,,,,
Barkhaa,"
Drama, Romance            ",5.1,NA,Shadaab Mirza,Sara Loren,Priyanshu Chatterjee,Taaha Shah Badusha,Puneet Issar,,,,,
,,,,,,,,,,,,,
Ek Paheli Leela,"
Mystery, Romance, Thriller            ",3.7,NA,Bobby Khan,Sunny Leone,Rahul Dev,Mohit Ahlawat,Jay Bhanushali,,,,,
,,,,,,,,,,,,,
Margarita with a Straw,"
Drama            ",7.2,NA,Shonali Bose,Nilesh Maniyar,Kalki Koechlin,Revathy,Sayani Gupta,,,,,
,,,,,,,,,,,,,
Piku,"
Comedy, Drama            ",7.6,NA,Shoojit Sircar,Deepika Padukone,Amitabh Bachchan,Irrfan Khan,Moushumi Chatterjee,,,,,
,,,,,,,,,,,,,
